time,latitude,longitude,mag
2012-04-06T16:20:28.000Z,35.72,-97.159,3.1
2012-04-09T03:58:13.000Z,35.687,-97.111,2.6
2012-04-12T12:10:04.000Z,35.523,-96.774,3.1
2012-04-14T07:35:58.000Z,34.944,-96.001,3
2012-04-16T08:12:00.000Z,35.53,-96.759,3.8
2012-04-16T14:30:58.000Z,34.818,-96.245,2.6
2012-04-21T12:45:25.000Z,35.58,-97.07,3.2
2012-04-28T02:14:25.000Z,35.534,-96.748,3.1
2012-04-30T17:14:01.000Z,35.53,-96.76,3.2
2012-05-07T23:05:28.000Z,34.984,-97.657,2.5
2012-05-07T23:11:12.000Z,35.077,-97.496,2.6
2012-05-10T21:14:31.000Z,35.51,-96.781,3.8
2012-05-11T04:37:50.000Z,35.512,-96.788,3.2
2012-05-11T07:52:08.000Z,34.983,-97.638,2.8
2012-05-13T19:10:14.000Z,35.539,-97.303,2.9
2012-05-27T12:32:34.000Z,34.861,-95.608,2.5
2012-06-13T06:21:36.590Z,35.552,-97.264,3.3
2012-06-13T06:36:10.230Z,35.535,-97.311,2.8
2012-06-13T15:03:36.000Z,35.549,-97.238,2.5
2012-06-13T22:44:32.000Z,35.46,-96.7,3.1
2012-06-14T20:24:28.000Z,35.407,-97.434,3.1
2012-07-02T03:31:00.000Z,35.479,-97.345,2.7
2012-07-03T16:11:37.000Z,35.585,-97.331,3.2
2012-07-06T08:30:49.000Z,35.539,-96.791,2.6
2012-07-08T09:11:43.000Z,35.393,-96.478,2.7
2012-07-30T08:43:02.000Z,35.402,-96.576,2.9
2012-07-30T19:35:06.000Z,35.497,-96.824,3.4
2012-07-30T22:16:48.000Z,35.532,-96.757,2.5
2012-07-31T16:03:40.000Z,35.558,-96.754,3.1
2012-08-01T23:35:10.000Z,35.5,-97.254,2.5
2012-08-06T05:24:06.000Z,35.373,-96.502,2.8
2012-08-07T10:47:50.000Z,35.395,-96.587,3
2012-08-18T03:30:11.000Z,35.53,-96.777,3.3
2012-08-24T18:52:29.000Z,35.422,-97.314,2.6
2012-08-26T14:00:24.080Z,35.64,-97.282,2.6
2012-09-09T01:58:52.000Z,35.375,-96.537,3.4
2012-09-30T19:17:17.000Z,35.523,-96.779,3
2012-09-30T19:19:25.000Z,35.528,-96.782,2.7
2012-10-09T08:49:07.000Z,36.083,-97.386,3.3
2012-10-10T12:41:46.000Z,35.554,-97.366,2.9
2012-10-17T04:42:40.000Z,35.67,-97.111,3.2
2012-10-21T10:44:15.000Z,35.653,-97.215,3.4
2012-10-28T04:00:34.000Z,35.422,-96.537,3.3
2012-10-30T17:55:12.000Z,35.502,-97.27,2.7
2012-11-01T00:40:38.000Z,35.932,-96.878,2.5
2012-11-11T22:39:58.000Z,36.663,-97.387,2.8
2012-11-17T04:48:58.000Z,36.661,-97.381,3
